1. Lion
2. Elephant
3. Eagle
4. Zebra
5. Dolphin
6. Crocodile
7. Giraffe
8. Penguin
9. Bear
10. Kangaroo
11. Tiger
12. Wolf
13. Fox
14. Octopus
15. Rhino
16. Cheetah
17. Gorilla
18. Whale
19. Hippo
20. Owl
21. Koala
22. Jaguar
23. Cobra
24. Bison
25. Seal
26. Otter
27. Flamingo
28. Lemur
29. Panda
30. Sloth
31. Armadillo
32. Bat
33. Puma
34. Vulture
35. Hedgehog
36. Yak
37. Ostrich
38. Mongoose
39. Salamander
40. Tarantula
41. Squirrel
42. Platypus
43. Raccoon
44. Emu
45. Komodo dragon
46. Chameleon
47. Rat
48. Dingo
49. Meerkat
50. Hammerhead shark
51. Walrus
52. Tasmanian devil
53. Boar
54. Bluejay
55. Alligator
56. Hermit crab
57. Flounder
58. Firefly
59. Jackal
60. Manatee
61. Marmot
62. Roadrunner
63. Wombat
64. Puffin
65. Tree frog
66. Peacock
67. Alpaca
68. Armadillo
69. Viper
70. Quokka
71. Swordfish
72. Badger
73. Anaconda
74. Ocelot
75. Lynx
76. Magpie
77. Gibbon
78. Gazelle
79. Chinchilla
80. Ibex
81. Hyena
82. Koala
83. Toucan
84. Stork
85. Pheasant
86. Tapir
87. Llama
88. Otter
89. Tortoise
90. Mule
91. Beaver
92. Crow
93. Peafowl
94. Loris
95. Tarantula
96. Lemming
97. Macaw
98. Echidna
99. Rattlesnake
100. Doberman
